name,appID,playTime,playTime2,logoURL,disabled,
F.E.A.R. 2: Project Origin,16450,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/16450/41734347c3f05fe7dd797570130f5069c08f9d1b.jpg,false,
F.E.A.R. 3,21100,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/21100/d2fcf83ec76e845ed19f4ff8324304e2981af391.jpg,false,
F.E.A.R.: Extraction Point,21110,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/21110/df122e0ee9eb2a5371910ffda0f8a3382e09232e.jpg,true,
F.E.A.R.: Perseus Mandate,21120,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/21120/df122e0ee9eb2a5371910ffda0f8a3382e09232e.jpg,true,
F1 2012,208500,401,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/208500/7c481c58e00ca60fc50f08a08a4fea1dc52ba814.jpg,false,
F1 2013,223670,560,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/223670/b54656a1714724b35181f696e13bd4e01f3697c5.jpg,false,
F1 2015,286570,255,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/286570/7f31abdf6d6a1ce630cb96f3ac34a8a6be6243c8.jpg,false,
F1 2016,391040,500,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/391040/7372d3aa2861d63fa02f2069297d014fe3ab3b7f.jpg,false,
F1 Race Stars,203680,93,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/203680/ea768d263317c9ae416ba63df9e2e3fd8e4a7682.jpg,false,
Fahrenheit: Indigo Prophecy Remastered,312840,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/312840/e176c7506da0a20e339a5b64d2c19debf39fd837.jpg,false,
Fallout 3 - Game of the Year Edition,22370,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/22370/ddccc41c513694e7a5542aa115e9e091d6495420.jpg,false,
Fallout: New Vegas,22380,212,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/22380/1a52975c043227184162627285e4bc0c83216e02.jpg,false,
Far Cry,13520,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/13520/85cd787d6a73c2aaba39df0e53c8a75afcca6d68.jpg,false,
Far Cry 2,19900,76,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/19900/3fa04cb86e9512e8ff4f520860db163e86243dd8.jpg,false,
Far Cry 3,220240,42,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/220240/47811cc7821070306a24622b5d33c04c85264279.jpg,false,
Far Cry 5,552520,366,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/552520/652709a022202fc36d65674a0bdf9519a0c18981.jpg,false,
Farming Simulator 15,313160,14,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/313160/c69de320668ec24adb17bad4faba87da87bf9a9f.jpg,false,
FATE: Undiscovered Realms,276890,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/276890/ac655ed229924729a62b6f29f6969fdb2d7c5d48.jpg,false,
FEZ,224760,26,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/224760/d2789dc5fb6bfee4d07cd3ec06985593fffd606c.jpg,false,
FINAL FANTASY VII,39140,63,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/39140/a54e96c44d2b2c65a75702655ef47df336e0492a.jpg,false,
FINAL FANTASY VIII,39150,21,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/39150/0c912769e975586cdcfe4a6b008d538f1f96a032.jpg,false,
Final Quest,512640,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/512640/223be445f3295ddd05e5c8506ad0ba513f3fa8f8.jpg,false,
Final Quest II,540020,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/540020/590734d678148e23e60bf432f218181ef180908e.jpg,false,
FlatOut 2,2990,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/2990/00e8c539149cfaf690476ef7d55f7c4a26da6b3f.jpg,false,
Flesh Eaters,383580,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/383580/c2b7dc59d7eae6be45285d8055459dcb7f84686f.jpg,false,
For Honor,304390,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/304390/7d851b600a101d37c1b2e3e542fe02a3013a3283.jpg,false,
For Honor - Public Test,654310,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/654310/fd4e6f834821573215fd71803958f2c0bb8411ec.jpg,false,
Fortified,334210,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/334210/bae2a436ce395c29893c4fc41171062111cc61ad.jpg,false,
Fractured Space,310380,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/310380/6fb7ce7701d0715e440b723b092afac35fb79024.jpg,false,
Free to Play,245550,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/245550/98defd2daedb3910583439bffb12e0baeb20ff6c.jpg,false,
Free To Play (Streaming),343450,52,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/343450/.jpg,true,
Freebie,487220,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/487220/298d0e50b8fc1b46e9c33bb3500a4d3fe6bd8749.jpg,false,
Galactic Civilizations I: Ultimate Edition,214150,2,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/214150/74f13398ec03396511f578b430fa3a14a669dc5e.jpg,false,
Galactic Civilizations II: Ultimate Edition,202200,50,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/202200/ad23e69a2e91b9ad7675c11766b179e24cf8a7e1.jpg,false,
Game Corp DX,399670,25,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/399670/e51bc6640fa85fcfc3ef36750aad7d9b8b6ba0e9.jpg,false,
Game Dev Tycoon,239820,526,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/239820/9e60329a8cef940323063c8b744ed4d8bc01638c.jpg,false,
GameMaker: Studio,214850,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/214850/21eb21c148278276851b4fdbfaf6641f780cf390.jpg,false,
Garry's Mod,4000,5,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/4000/93c9364c3942223ab66195182fe1982af8a16584.jpg,false,
Gas Guzzlers Extreme,243800,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/243800/f9fbd99d275a04516c93b4d51ab6726540928518.jpg,false,
Gauntlet™ ,258970,27,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/258970/0b9cae9548f1a6dea05ecfb8ef886a6211189128.jpg,false,
Germ Wars,557680,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/557680/116e358b13eb45d2f22da665b3318789815d7271.jpg,false,
Giana Sisters: Dream Runners,352900,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/352900/c723f7686249fb5b2357aa7c8766d8d2cb5e780b.jpg,false,
Giana Sisters: Twisted Dreams,223220,61,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/223220/9c8baddbab7938b5b995843d36526a30bd12bb1d.jpg,false,
Glorkian Warrior: The Trials Of Glork,341120,3,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/341120/675520d52c9c7248c37e96abc405832b15a2b40c.jpg,false,
Grand Theft Auto III,12100,3,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/12100/0e73825e3abd7bfe43b55a49bbcb862aee7c2e71.jpg,false,
Grand Theft Auto III,12230,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/12230/0e73825e3abd7bfe43b55a49bbcb862aee7c2e71.jpg,true,
Grand Theft Auto IV,12210,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/12210/47fb2a3e0763be24e49662591d6e076c58b2178d.jpg,false,
Grand Theft Auto V,271590,346,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/271590/e447e82f8b0c67f9e001498503c62f2a187bc609.jpg,false,
Grand Theft Auto: Episodes from Liberty City,12220,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/12220/40d1512d5922313878298c3731ffc066091a113a.jpg,false,
Grand Theft Auto: San Andreas,12120,11,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/12120/32e2d1d2054295603724f30c81c3cf46dc6392c0.jpg,false,
Grand Theft Auto: San Andreas,12250,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/12250/32e2d1d2054295603724f30c81c3cf46dc6392c0.jpg,true,
Grand Theft Auto: Vice City,12110,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/12110/6ba37ecba052f89c72272dd28b2daa89087a7eb3.jpg,false,
Grand Theft Auto: Vice City,12240,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/12240/6ba37ecba052f89c72272dd28b2daa89087a7eb3.jpg,true,
Grandia II Anniversary Edition,330390,24,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/330390/996cb27251fa6edffe7afbe99933566389f105ef.jpg,false,
GRID,12750,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/12750/4d703d465e6e83f272ff07b3b9636fe52f2e9a19.jpg,false,
GRID Autosport,255220,23,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/255220/c8ef54ffd81bf8d34b658bad3009ffbf91197093.jpg,false,
Grim Fandango Remastered,316790,25,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/316790/1cd953b329e53555cb1acba0b615edd75ad72ad4.jpg,false,
Grow Home,323320,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/323320/f4b4226f4715ca8e68c8ed4ddbbe3adb0cc5f8ab.jpg,false,
GTR 2 - FIA GT Racing Game,8790,7,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/8790/031f5b080cea2036701cc75098c6a8bb23831f30.jpg,false,
GTR Evolution,8660,1,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/8660/bec45b45a4fdc8c517131fa78d9b502539347bd4.jpg,false,
Guardians of Middle-earth,111900,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/111900/08a7116bebd1bf44bb8e86495358dca14224d223.jpg,false,
Guns of Icarus Alliance,608800,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/608800/198aadc4cd79c1883e0f813973cfb335337c7f62.jpg,false,
Guns of Icarus Online,209080,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/209080/925b7c2a6b698144622bed4bd2d0086114df2fa9.jpg,false,
H1Z1,433850,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/433850/7dfbc2eb2a886dd91bb4fbeb9b6886ce9b0374dc.jpg,false,
H1Z1: Test Server,439700,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/439700/f77deaee709ef0b7b59f00c67e019804bb5138c7.jpg,false,
Hacknet,365450,24,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/365450/50479f0bfe5a552132a0fc2668640b2e6a737398.jpg,false,
Half-Life,70,12,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/70/6bd76ff700a8c7a5460fbae3cf60cb930279897d.jpg,false,
Half-Life 2,220,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/220/e4ad9cf1b7dc8475c1118625daf9abd4bdcbcad0.jpg,false,
Half-Life 2: Deathmatch,320,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/320/6dd9f66771300f2252d411e50739a1ceae9e5b30.jpg,true,
Half-Life 2: Episode One,380,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/380/b5a666a961d8b39896887abbed3b78c2b837c238.jpg,true,
Half-Life 2: Episode Two,420,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/420/553e6a2e7a469dcbaada729baa1f5fd7764668df.jpg,true,
Half-Life 2: Lost Coast,340,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/340/867cce5c4f37d5ed4aeffb57c60e220ddffe4134.jpg,true,
Half-Life Deathmatch: Source,360,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/360/9a5b7119d4e8977fffcd370d3c24036be7cee904.jpg,true,
Half-Life: Blue Shift,130,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/130/927d38e83e3e4ca218a0fc7b32515eeb99aa8ff7.jpg,true,
Half-Life: Opposing Force,50,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/50/bb696ddfd8f8ef0892d5f2154d8617528d3cc2ec.jpg,true,
Half-Life: Source,280,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/280/a612dd944b768e55389140298dcfda2165db8ced.jpg,true,
Hard Reset,98400,20,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/98400/1788f94f7a69c9ed50a165101e71a6d0d64ad12c.jpg,false,
Heavy Metal Machines,331360,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/331360/f5f4ce7e9a952bdd1c9dfc6ef2b86e402ec43b70.jpg,false,
Hell Yeah!,205230,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/205230/bfc378307d9dacbf03abf6c0b6e846654d9d270b.jpg,false,
Hellblade: Senua's Sacrifice,414340,306,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/414340/e0e79fb1f259c84092119ef9b823914566ec457f.jpg,false,
Hellblade: Senua's Sacrifice VR Edition,747350,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/747350/d644a74bacd0ecfedf6b68806c6ad6f6253a17fa.jpg,false,
Her Story,368370,49,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/368370/a05fc37b598a1ae5176b2a95a4819bfa0b93c4e5.jpg,false,
Hitman: Absolution,203140,42,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/203140/b86fc98f1d9d4339deff8a1cf117cc3c7080ff55.jpg,false,
Hitman: Contracts,247430,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/247430/4a5352f1cf8471abe600cd289cdf8ef96d13958b.jpg,false,
Hitman: Sniper Challenge,205930,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/205930/16c46e3680624cb22aa0a2c9d113f6e07f11bcbf.jpg,false,
HITMAN™,236870,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/236870/f5fd359876446c22c995b1071407c8b4beff99d0.jpg,false,
Holodrive,370770,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/370770/9727e017ac1f3b08f2b6e263c5793cda9af5bbad.jpg,false,
Home,215670,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/215670/48a876424ff28b006d21bd6cb62de27a00f04e13.jpg,false,
Home Design 3D,420000,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/420000/6d17704e938e13ba4a651cc60159b2d890e10fd4.jpg,true,
Homefront,55100,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/55100/3ed92bed83fc529adf7b0293ce70a73b70ad34ff.jpg,false,
Hotline Miami,219150,12,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/219150/540a1457099f072ced7153239861e42f14febd56.jpg,false,
HuniePop,339800,18,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/339800/fa365169a56d56aaf72fe5b3fe47335c358c4fb9.jpg,false,
Hyper color ball,515470,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/515470/b9c2c546ab0b2ec29c349261467f170e1650ac4b.jpg,false,
I Am Alive,214250,65,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/214250/26667bbf8e9dfe2ea446b31fb1b7d7c52971ee9b.jpg,false,
Injustice: Gods Among Us Ultimate Edition,242700,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/242700/405bc57977d5e6fb112765e63fffcb110dbcd751.jpg,false,
INK,385710,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/385710/97a7fcbb251eb9d6eea3772aeffb26dcc1995c44.jpg,false,
InMind VR,343740,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/343740/167e3e619d2e2368570dff88d026b707eae47f4f.jpg,false,
inMomentum,110400,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/110400/ee589e79c3a00b5e0d43b8ab1552cc34b55c0009.jpg,false,
INSIDE,304430,248,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/304430/330a1902986716b0ab8947c8571687403bb99d6e.jpg,false,
Insurgency,222880,33,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/222880/b620a8286682299e2a1ff272b04fb09d1b4edd38.jpg,false,
Inversion™,212410,35,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/212410/b4932e1f26537609398ad27047c6855562c0c8cc.jpg,false,
iRacing,266410,79,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/266410/7c3c0f2b64ad34e238a42d0d48c4c5d67da02212.jpg,false,
Jet Racing Extreme,385270,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/385270/9a4d511a90b9e98ca6c4b9e263b444341dc34424.jpg,false,
Jet Set Radio,205950,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/205950/3272dfd2e30df5629bfbaa851ea503e9ee28b75a.jpg,false,
Jets'n'Guns Gold,262260,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/262260/e644820ceed45ae176b28e4de927743f4b61afa8.jpg,false,
Joana's Life,513740,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/513740/6f2c0d0e5c47856ca2e0453def613500ebdfe9fa.jpg,false,
Jotun: Valhalla Edition,323580,59,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/323580/09e4f191cbafba7d3cde386e73abe1e0504146b4.jpg,false,
JumpJet Rex,329460,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/329460/0fd09418cfc569db21a63f84c6eaf4501f1496b3.jpg,false,
Just Cause,6880,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/6880/60d726f5e078a6da168414cf45b8619973f6d69c.jpg,false,
Just Cause 2,8190,538,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/8190/26c2c027f835e968d78b212b4cc6438f692b027a.jpg,false,
Just Cause 3,225540,18,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/225540/afdb9bd71ccd65d3fcfc4735076d50cead701036.jpg,false,
Just Survive,295110,11,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/295110/8d70843e7acf946c9f91b7da070b5e7ec80a232a.jpg,false,
Just Survive Test Server,362300,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/362300/fcd2f610a238dfc6c2292c45ada6bb1edb77e926.jpg,false,
Karate Master 2 Knock Down Blow,347670,30,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/347670/b0d35857120be542c4a8e6ab5b6400c701691d15.jpg,false,
Killer is Dead,261110,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/261110/187ab8f22a578692b0ec5dcbe1c07e30828b566f.jpg,false,
Killing Floor,1250,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/1250/354c07a75cc16f6bf551b81d27f4eee3436fc2fb.jpg,false,
Killing Floor Mod: Defence Alliance 2,35420,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/35420/45178d4b1999cf466fdf1ee4551f29b7e02b2bdf.jpg,true,
Kingdom: Classic,368230,5,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/368230/b684a91e7bf997a7a1acf121747ba843c7bb66fd.jpg,false,
Kivi, Toilet and Shotgun,428950,0,0,false,
Kung Fury,374570,8,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/374570/215b9addb7ce94f5522f745491cabe203ea43afe.jpg,false,
L.A. Noire,110800,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/110800/4176ba6f679e28225a95447082c38db290bc2557.jpg,false,
Laraan,493710,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/493710/4b4d6268e52b1584b4739ac2b5d95a9cf68ec076.jpg,false,
Layers of Fear,391720,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/391720/64c61e0166b1bb2a80c57f76f2ca620f2ba49536.jpg,false,
Layers of Fear - Soundtrack,550210,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/550210/.jpg,true,
Left 4 Dead 2,550,15,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/550/205863cc21e751a576d6fff851984b3170684142.jpg,false,
Legacy of Kain: Defiance,224300,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/224300/e4680b81b8922e6ec53d85be87c6c538158fce67.jpg,false,
Legacy of Kain: Soul Reaver,224920,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/224920/b6f5280ce118723a2abc6cff05d902f0cbce22d2.jpg,false,
Legacy of Kain: Soul Reaver 2,224940,22,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/224940/acc06bf19ed988180aee974780a4973236a6e284.jpg,false,
Lego Harry Potter,21130,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/21130/9dfca0698223838d7042fe5e28184e4dae96c996.jpg,false,
LEGO Harry Potter: Years 5-7,204120,421,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/204120/9bee107991b34fcd0fe6e4e2f4efeffdf489855d.jpg,false,
LEGO® Batman™ 3: Beyond Gotham,313690,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/313690/802a54c3e6bf7209cbf8b0b9359966393db16705.jpg,false,
LEGO® MARVEL Super Heroes,249130,1,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/249130/8b012ffdf2cb13e6f71cdf3606ce053c888ff3b5.jpg,false,
LEGO® The Hobbit™,285160,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/285160/4e0add73085939dff818bdc506437560feacfd91.jpg,false,
Lethal League,261180,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/261180/1d15bb3e7ebf3c8ba369309c34b577bb852f4702.jpg,false,
Life is Strange™,319630,4,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/319630/e92d2b3a0c01be3bdd77ec665a3014028efaa105.jpg,false,
LIMBO,48000,4,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/48000/9f35c3d64649a5a03b69d6a9218b1f77caf15025.jpg,false,
Little Racers STREET,262690,60,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/262690/793d2d1aac3058878b33f97eb1dd013249e6b1c9.jpg,false,
Lone Survivor: The Director's Cut,209830,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/209830/14171f54fd558e9ae53c19018b9f5d67465bad21.jpg,false,
Lords Of The Fallen,265300,119,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/265300/fdfdbc63bd9135077be18a47e8c74f293a9aab85.jpg,false,
Lost Planet 2,45750,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/45750/c0378cbeecba568eaf1cf7f6ddda89b857f59e07.jpg,false,
Lost Planet 3,226720,48,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/226720/a0daa93969db024b78595f3f00ff00bbf0a0ee89.jpg,false,
Lost Planet: Extreme Condition,6510,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/6510/70bfcbcbd699999936869547454f5c8845a30635.jpg,false,
Lup,412600,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/412600/8c1cc0f2e535eb4d26322fe2d9c1289ea3bcaeee.jpg,false,
Luxor Evolved,205830,45,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/205830/778200d0f565768ea71574484521fb36f81e6bf7.jpg,false,
Mad Max,234140,3258,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/234140/f114c3cf063da97aac613bf408b465e50f43a644.jpg,false,
Mafia II,50130,127,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/50130/31c60ba32d7ff5b53b5d2a5795b42077279f499a.jpg,false,
Manhunt,12130,8,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/12130/f4a4e3c7d0ea9e2fd6e251874ceb1329891a27a9.jpg,false,
Max Payne 3,204100,43,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/204100/135cf60686c2bf570999b96d5c29eb31e962293a.jpg,false,
Medal of Honor(TM) Multiplayer,47830,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/47830/8a925ea4d40df32587ddae98d4e7fc5a6518b0f7.jpg,false,
Medal of Honor(TM) Single Player,47790,0,0,https://steamcdn-a.akamaihd.net/steamcommunity/public/images/apps/47790/8a925ea4d40df32587ddae98d4e7fc5a6518b0f7.jpg,false,
